transaction_id,user_id,date,amount,category
T01251,U0489,2023-01-28,1.35,Bills
T01252,U0157,2023-01-25,0.63,Transport
T01253,U0461,2023-02-27,105.93,Food
T01254,U0133,2023-10-24,2.31,Shopping
T01255,U0066,2023-05-14,65.69,Shopping
T01256,U0335,2023-11-27,102.78,Bills
T01257,U0006,2023-09-06,5.16,Bills
T01258,U0435,2023-02-07,28.66,Food
T01259,U0013,2023-03-16,163.91,Food
T01260,U0072,2023-05-22,89.83,Bills
T01261,U0398,2023-11-18,33.64,Transport
T01262,U0404,2023-06-17,71.89,Shopping
T01263,U0162,2023-09-16,89.6,Food
T01264,U0065,2023-12-21,21.39,Transport
T01265,U0346,2023-08-13,111.35,Bills
T01266,U0129,2023-06-01,31.79,Topup
T01267,U0418,2023-01-19,37.52,Food
T01268,U0465,2023-05-26,406.88,Topup
T01269,U0205,2023-08-29,92.67,Transport
T01270,U0275,2023-12-10,22.45,Shopping
T01271,U0465,2023-08-25,0.52,Transport
T01272,U0255,2023-02-04,49.2,Shopping
T01273,U0265,2023-07-09,60.86,Transport
T01274,U0024,2023-01-01,52.61,Food
T01275,U0449,2023-06-02,171.89,Food
T01276,U0280,2023-05-06,99.38,Topup
T01277,U0252,2023-12-11,29.79,Transport
T01278,U0309,2023-08-14,3.25,Transport
T01279,U0288,2023-08-09,32.32,Topup
T01280,U0163,2023-07-30,58.44,Bills
T01281,U0094,2023-01-25,46.79,Transport
T01282,U0269,2023-01-16,38.62,Transport
T01283,U0320,2023-07-01,31.63,Transport
T01284,U0109,2023-11-25,17.39,Bills
T01285,U0335,2023-05-09,16.24,Food
T01286,U0309,2023-02-11,34.68,Topup
T01287,U0237,2023-12-02,8.75,Bills
T01288,U0380,2023-08-24,20.83,Shopping
T01289,U0435,2023-12-26,19.58,Shopping
T01290,U0386,2023-02-03,44.23,Bills
T01291,U0482,2023-12-11,3.45,Bills
T01292,U0424,2023-02-14,88.5,Food
T01293,U0389,2023-05-14,41.32,Shopping
T01294,U0024,2023-01-21,55.56,Topup
T01295,U0140,2023-05-02,60.72,Transport
T01296,U0116,2023-03-11,17.23,Transport
T01297,U0481,2023-12-18,31.78,Food
T01298,U0391,2023-12-27,156.46,Food
T01299,U0404,2023-02-17,72.77,Shopping
T01300,U0481,2023-02-08,174.59,Topup
T01301,U0451,2023-10-14,68.57,Topup
T01302,U0024,2023-01-10,9.65,Bills
T01303,U0078,2023-01-30,3.34,Food
T01304,U0067,2023-09-01,43.1,Transport
T01305,U0172,2023-10-01,22.14,Transport
T01306,U0443,2023-03-29,16.11,Shopping
T01307,U0011,2023-09-01,82.31,Transport
T01308,U0287,2023-11-25,22.86,Topup
T01309,U0127,2023-01-15,19.06,Topup
T01310,U0095,2023-01-04,94.85,Food
T01311,U0091,2023-07-10,93.63,Shopping
T01312,U0140,2023-06-17,22.03,Transport
T01313,U0030,2023-01-09,89.34,Food
T01314,U0333,2023-04-19,95.12,Bills
T01315,U0019,2023-05-17,27.58,Bills
T01316,U0145,2023-06-03,3.44,Transport
T01317,U0476,2023-07-28,0.08,Transport
T01318,U0315,2023-09-29,37.04,Transport
T01319,U0446,2023-05-23,21.09,Topup
T01320,U0389,2023-04-09,292.71,Transport
T01321,U0159,2023-11-04,74.01,Bills
T01322,U0348,2023-03-10,71.62,Transport
T01323,U0042,2023-09-04,155.33,Shopping
T01324,U0253,2023-09-18,109.34,Bills
T01325,U0129,2023-10-03,19.15,Shopping
T01326,U0059,2023-03-20,9.08,Bills
T01327,U0150,2023-05-26,68.5,Food
T01328,U0466,2023-04-21,23.76,Bills
T01329,U0286,2023-09-15,32.04,Bills
T01330,U0498,2023-04-03,49.77,Shopping
T01331,U0004,2023-01-13,119.23,Shopping
T01332,U0466,2023-09-17,27.16,Bills
T01333,U0417,2023-04-19,76.47,Bills
T01334,U0265,2023-11-26,15.62,Topup
T01335,U0344,2023-07-08,59.86,Food
T01336,U0129,2023-04-05,0.08,Food
T01337,U0381,2023-04-15,102.59,Transport
T01338,U0266,2023-01-08,1.54,Bills
T01339,U0177,2023-03-08,62.37,Bills
T01340,U0252,2023-07-10,2.37,Bills
T01341,U0414,2023-09-13,15.48,Bills
T01342,U0055,2023-01-09,34.38,Food
T01343,U0462,2023-04-27,27.23,Shopping
T01344,U0456,2023-09-24,10.65,Topup
T01345,U0470,2023-04-09,20.31,Shopping
T01346,U0082,2023-10-25,65.04,Shopping
T01347,U0392,2023-06-13,55.32,Food
T01348,U0098,2023-05-21,3.73,Topup
T01349,U0148,2023-09-25,68.78,Bills
T01350,U0328,2023-02-06,2.73,Food
T01351,U0155,2023-03-15,39.15,Food
T01352,U0189,2023-03-14,15.06,Topup
T01353,U0493,2023-11-04,44.3,Transport
T01354,U0370,2023-07-18,15.15,Food
T01355,U0262,2023-05-10,209.85,Shopping
T01356,U0079,2023-09-03,18.53,Shopping
T01357,U0399,2023-11-08,13.85,Bills
T01358,U0251,2023-03-01,16.32,Food
T01359,U0096,2023-10-06,113.4,Bills
T01360,U0259,2023-04-13,50.56,Food
T01361,U0259,2023-10-23,65.59,Topup
T01362,U0102,2023-11-16,125.06,Food
T01363,U0039,2023-12-07,121.45,Transport
T01364,U0272,2023-05-31,67.15,Shopping
T01365,U0100,2023-06-06,11.02,Topup
T01366,U0358,2023-07-25,92.69,Shopping
T01367,U0379,2023-06-28,11.39,Bills
T01368,U0307,2023-07-16,67.91,Topup
T01369,U0220,2023-08-11,57.85,Transport
T01370,U0307,2023-03-30,71.12,Shopping
T01371,U0419,2023-10-14,38.04,Food
T01372,U0123,2023-10-03,50.91,Food
T01373,U0421,2023-08-24,153.22,Food
T01374,U0230,2023-07-02,5.33,Topup
T01375,U0177,2023-07-28,18.47,Transport
T01376,U0062,2023-05-10,47.25,Transport
T01377,U0484,2023-06-02,166.29,Transport
T01378,U0115,2023-01-13,5.02,Shopping
T01379,U0190,2023-05-02,1.14,Topup
T01380,U0061,2023-12-25,2.87,Food
T01381,U0255,2023-08-08,2.69,Shopping
T01382,U0482,2023-04-16,119.2,Transport
T01383,U0006,2023-03-11,63.87,Food
T01384,U0154,2023-07-14,56.52,Topup
T01385,U0091,2023-07-05,36.97,Bills
T01386,U0469,2023-04-09,76.15,Transport
T01387,U0013,2023-03-23,8.46,Transport
T01388,U0454,2023-03-16,24.87,Transport
T01389,U0228,2023-12-06,33.67,Transport
T01390,U0085,2023-07-11,5.85,Food
T01391,U0132,2023-11-21,27.19,Topup
T01392,U0182,2023-08-02,19.03,Shopping
T01393,U0385,2023-11-11,1.81,Food
T01394,U0061,2023-11-14,7.35,Topup
T01395,U0218,2023-05-24,72.2,Shopping
T01396,U0404,2023-08-04,0.91,Transport
T01397,U0245,2023-12-27,136.1,Topup
T01398,U0229,2023-11-20,4.52,Transport
T01399,U0078,2023-01-15,80.28,Topup
T01400,U0148,2023-08-05,114.44,Bills
T01401,U0137,2023-02-04,141.63,Transport
T01402,U0470,2023-07-02,101.05,Transport
T01403,U0313,2023-09-27,16.95,Transport
T01404,U0375,2023-12-24,20.25,Food
T01405,U0422,2023-04-10,27.8,Shopping
T01406,U0388,2023-01-07,7.5,Transport
T01407,U0064,2023-01-30,1.13,Transport
T01408,U0012,2023-11-01,101.67,Food
T01409,U0212,2023-05-24,40.39,Food
T01410,U0473,2023-04-21,46.92,Bills
T01411,U0241,2023-08-20,130.86,Topup
T01412,U0492,2023-06-28,54.7,Transport
T01413,U0212,2023-03-13,58.7,Topup
T01414,U0180,2023-07-29,77.32,Food
T01415,U0337,2023-08-08,6.18,Food
T01416,U0484,2023-03-21,22.33,Bills
T01417,U0172,2023-03-24,172.43,Shopping
T01418,U0159,2023-02-11,128.15,Food
T01419,U0163,2023-09-30,107.74,Transport
T01420,U0464,2023-07-10,30.08,Bills
T01421,U0482,2023-06-22,97.31,Shopping
T01422,U0496,2023-01-07,2.48,Bills
T01423,U0187,2023-06-04,8.04,Food
T01424,U0394,2023-01-10,26.72,Shopping
T01425,U0190,2023-02-03,33.02,Topup
T01426,U0404,2023-02-05,15.29,Shopping
T01427,U0307,2023-01-06,22.04,Transport
T01428,U0255,2023-08-03,8.88,Topup
T01429,U0182,2023-05-14,33.58,Topup
T01430,U0116,2023-10-12,78.96,Transport
T01431,U0281,2023-05-06,54.14,Topup
T01432,U0195,2023-12-03,5.7,Food
T01433,U0033,2023-06-23,33.43,Shopping
T01434,U0051,2023-06-01,59.81,Shopping
T01435,U0111,2023-11-27,37.74,Transport
T01436,U0251,2023-01-26,24.85,Food
T01437,U0081,2023-04-25,48.63,Topup
T01438,U0231,2023-10-11,173.11,Shopping
T01439,U0226,2023-03-16,4.99,Shopping
T01440,U0232,2023-06-15,24.72,Shopping
T01441,U0220,2023-07-08,26.09,Shopping
T01442,U0435,2023-03-19,43.02,Bills
T01443,U0412,2023-03-31,8.25,Transport
T01444,U0421,2023-06-25,9.72,Topup
T01445,U0041,2023-01-21,16.8,Topup
T01446,U0020,2023-02-23,156.03,Transport
T01447,U0041,2023-07-03,66.23,Food
T01448,U0396,2023-12-25,54.19,Transport
T01449,U0112,2023-08-10,84.9,Shopping
T01450,U0104,2023-11-11,6.82,Shopping
T01451,U0191,2023-11-24,98.07,Transport
T01452,U0016,2023-06-28,45.17,Transport
T01453,U0119,2023-10-03,20.42,Topup
T01454,U0392,2023-04-22,84.6,Topup
T01455,U0424,2023-08-12,81.12,Bills
T01456,U0128,2023-08-02,93.45,Bills
T01457,U0129,2023-02-28,6.14,Shopping
T01458,U0059,2023-11-23,174.27,Bills
T01459,U0047,2023-04-19,160.48,Bills
T01460,U0028,2023-06-06,22.12,Food
T01461,U0096,2023-07-10,3.41,Transport
T01462,U0009,2023-07-19,9.14,Topup
T01463,U0241,2023-11-08,246.9,Bills
T01464,U0313,2023-07-15,41.39,Topup
T01465,U0443,2023-02-04,22.05,Bills
T01466,U0231,2023-09-03,17.0,Bills
T01467,U0276,2023-08-25,14.85,Shopping
T01468,U0283,2023-04-14,54.55,Food
T01469,U0202,2023-01-07,27.18,Transport
T01470,U0246,2023-10-10,168.21,Transport
T01471,U0289,2023-01-01,57.58,Shopping
T01472,U0263,2023-08-07,78.52,Shopping
T01473,U0442,2023-08-18,17.32,Transport
T01474,U0213,2023-06-21,4.12,Transport
T01475,U0199,2023-03-28,33.45,Food
T01476,U0432,2023-02-10,18.89,Bills
T01477,U0078,2023-05-03,11.29,Food
T01478,U0400,2023-11-27,152.5,Transport
T01479,U0443,2023-10-25,29.35,Bills
T01480,U0342,2023-06-27,9.6,Transport
T01481,U0343,2023-03-04,11.07,Food
T01482,U0172,2023-06-14,16.47,Food
T01483,U0466,2023-07-06,364.4,Food
T01484,U0068,2023-07-28,15.6,Bills
T01485,U0415,2023-08-15,19.93,Topup
T01486,U0427,2023-02-17,53.84,Topup
T01487,U0448,2023-08-12,17.4,Transport
T01488,U0086,2023-01-03,12.15,Bills
T01489,U0100,2023-06-24,8.64,Shopping
T01490,U0007,2023-04-09,18.75,Topup
T01491,U0332,2023-04-26,5.6,Bills
T01492,U0199,2023-09-27,0.94,Bills
T01493,U0086,2023-09-10,81.65,Topup
T01494,U0042,2023-11-13,7.42,Bills
T01495,U0384,2023-04-05,74.8,Bills
T01496,U0108,2023-09-30,79.86,Topup
T01497,U0434,2023-01-24,38.6,Food
T01498,U0407,2023-04-26,18.53,Transport
T01499,U0482,2023-05-31,7.83,Shopping
T01500,U0151,2023-12-04,66.74,Transport
T01501,U0016,2023-02-19,45.99,Food
T01502,U0132,2023-07-25,53.28,Food
T01503,U0147,2023-12-01,0.44,Bills
T01504,U0276,2023-03-20,131.22,Transport
T01505,U0231,2023-03-11,3.43,Food
T01506,U0313,2023-01-27,22.85,Transport
T01507,U0414,2023-09-28,25.77,Food
T01508,U0365,2023-02-19,0.07,Shopping
T01509,U0227,2023-10-19,34.37,Food
T01510,U0138,2023-09-04,69.88,Transport
T01511,U0435,2023-09-21,86.66,Bills
T01512,U0398,2023-03-20,105.76,Transport
T01513,U0210,2023-07-09,33.44,Topup
T01514,U0390,2023-02-16,49.8,Transport
T01515,U0498,2023-12-27,4.14,Shopping
T01516,U0027,2023-12-20,33.48,Shopping
T01517,U0050,2023-12-18,8.41,Shopping
T01518,U0490,2023-07-08,23.07,Food
T01519,U0441,2023-09-13,19.97,Shopping
T01520,U0260,2023-08-10,27.54,Transport
T01521,U0260,2023-08-29,42.39,Bills
T01522,U0349,2023-09-26,116.59,Shopping
T01523,U0351,2023-01-01,25.08,Transport
T01524,U0007,2023-02-03,198.51,Food
T01525,U0319,2023-03-20,71.15,Food
T01526,U0137,2023-08-24,35.82,Bills
T01527,U0037,2023-11-30,51.64,Bills
T01528,U0110,2023-12-15,5.39,Transport
T01529,U0479,2023-04-08,93.06,Bills
T01530,U0367,2023-03-23,43.66,Bills
T01531,U0219,2023-07-11,213.68,Food
T01532,U0336,2023-09-10,50.59,Transport
T01533,U0222,2023-02-07,89.82,Bills
T01534,U0135,2023-01-14,80.41,Transport
T01535,U0255,2023-12-13,21.19,Shopping
T01536,U0359,2023-11-06,15.03,Food
T01537,U0408,2023-07-28,28.15,Food
T01538,U0328,2023-12-23,31.48,Food
T01539,U0449,2023-03-30,13.73,Topup
T01540,U0462,2023-02-25,112.5,Transport
T01541,U0433,2023-04-04,39.1,Shopping
T01542,U0450,2023-04-03,191.86,Bills
T01543,U0048,2023-12-06,83.04,Shopping
T01544,U0291,2023-03-26,40.56,Transport
T01545,U0381,2023-09-02,146.91,Food
T01546,U0323,2023-01-22,35.15,Topup
T01547,U0077,2023-10-18,109.07,Transport
T01548,U0104,2023-09-29,22.17,Transport
T01549,U0168,2023-11-02,23.79,Bills
T01550,U0216,2023-05-02,27.08,Shopping
T01551,U0377,2023-05-08,39.55,Shopping
T01552,U0118,2023-04-23,40.31,Bills
T01553,U0189,2023-09-30,34.3,Topup
T01554,U0254,2023-12-02,18.26,Food
T01555,U0369,2023-05-10,131.01,Food
T01556,U0265,2023-05-12,44.41,Topup
T01557,U0148,2023-03-26,26.19,Bills
T01558,U0163,2023-12-16,52.66,Transport
T01559,U0139,2023-03-22,73.04,Shopping
T01560,U0346,2023-11-21,161.86,Transport
T01561,U0487,2023-03-10,34.61,Shopping
T01562,U0257,2023-05-28,5.94,Transport
T01563,U0373,2023-01-16,29.06,Bills
T01564,U0268,2023-11-03,32.6,Bills
T01565,U0180,2023-04-15,113.65,Topup
T01566,U0159,2023-06-14,25.11,Transport
T01567,U0350,2023-07-20,153.23,Transport
T01568,U0399,2023-07-16,33.19,Topup
T01569,U0287,2023-07-04,182.06,Topup
T01570,U0287,2023-11-18,0.41,Bills
T01571,U0379,2023-09-22,114.54,Bills
T01572,U0225,2023-12-29,133.77,Transport
T01573,U0010,2023-04-10,162.24,Bills
T01574,U0009,2023-12-08,0.66,Bills
T01575,U0270,2023-11-16,9.42,Transport
T01576,U0272,2023-08-02,53.03,Topup
T01577,U0423,2023-10-05,1.29,Transport
T01578,U0401,2023-06-11,3.29,Food
T01579,U0182,2023-06-06,12.49,Transport
T01580,U0456,2023-09-08,35.92,Food
T01581,U0152,2023-04-07,39.47,Transport
T01582,U0487,2023-01-18,1.74,Food
T01583,U0314,2023-11-23,9.34,Food
T01584,U0333,2023-04-07,34.63,Transport
T01585,U0123,2023-01-01,45.06,Bills
T01586,U0472,2023-08-04,8.03,Shopping
T01587,U0113,2023-05-12,25.44,Bills
T01588,U0277,2023-09-17,117.38,Food
T01589,U0499,2023-05-05,340.59,Transport
T01590,U0413,2023-03-23,217.97,Transport
T01591,U0467,2023-10-10,106.72,Transport
T01592,U0212,2023-06-20,25.1,Transport
T01593,U0171,2023-02-28,58.01,Shopping
T01594,U0287,2023-02-01,26.94,Topup
T01595,U0434,2023-06-10,52.28,Food
T01596,U0173,2023-10-11,18.51,Shopping
T01597,U0112,2023-04-16,46.6,Bills
T01598,U0375,2023-04-15,37.09,Topup
T01599,U0404,2023-08-16,1.24,Topup
T01600,U0482,2023-07-07,78.2,Transport
T01601,U0121,2023-03-11,0.6,Shopping
T01602,U0031,2023-11-14,17.35,Bills
T01603,U0221,2023-10-17,0.3,Transport
T01604,U0118,2023-03-28,23.6,Transport
T01605,U0038,2023-12-28,3.26,Food
T01606,U0496,2023-02-25,122.39,Topup
T01607,U0267,2023-04-23,26.87,Bills
T01608,U0232,2023-01-13,30.76,Topup
T01609,U0430,2023-01-18,21.53,Shopping
T01610,U0017,2023-07-01,49.38,Food
T01611,U0148,2023-04-23,76.72,Transport
T01612,U0396,2023-08-17,52.23,Food
T01613,U0148,2023-06-20,68.96,Transport
T01614,U0125,2023-10-22,118.21,Food
T01615,U0391,2023-07-08,99.59,Transport
T01616,U0301,2023-03-20,56.05,Topup
T01617,U0359,2023-05-26,12.08,Topup
T01618,U0237,2023-07-01,50.76,Topup
T01619,U0134,2023-10-13,35.27,Topup
T01620,U0150,2023-09-07,63.15,Food
T01621,U0235,2023-12-20,89.47,Transport
T01622,U0223,2023-11-10,67.88,Topup
T01623,U0202,2023-07-15,93.72,Food
T01624,U0255,2023-11-19,3.3,Transport
T01625,U0085,2023-03-12,1.61,Food
T01626,U0149,2023-09-05,14.95,Topup
T01627,U0234,2023-05-26,115.46,Shopping
T01628,U0344,2023-04-16,86.77,Food
T01629,U0021,2023-09-20,57.4,Topup
T01630,U0347,2023-10-23,60.33,Bills
T01631,U0284,2023-03-11,64.85,Transport
T01632,U0268,2023-07-12,142.89,Topup
T01633,U0465,2023-03-09,89.25,Bills
T01634,U0257,2023-11-01,48.83,Food
T01635,U0028,2023-02-21,54.79,Food
T01636,U0212,2023-12-29,12.02,Bills
T01637,U0462,2023-10-12,53.55,Bills
T01638,U0435,2023-11-30,27.64,Transport
T01639,U0282,2023-01-09,8.3,Food
T01640,U0049,2023-09-08,82.1,Bills
T01641,U0094,2023-11-28,35.69,Shopping
T01642,U0462,2023-10-25,189.55,Shopping
T01643,U0498,2023-07-03,16.54,Bills
T01644,U0406,2023-06-28,32.76,Transport
T01645,U0087,2023-07-17,29.71,Food
T01646,U0043,2023-05-08,6.44,Shopping
T01647,U0460,2023-01-20,27.77,Bills
T01648,U0277,2023-11-24,16.95,Bills
T01649,U0170,2023-03-06,8.74,Topup
T01650,U0420,2023-07-01,16.58,Bills
T01651,U0188,2023-08-29,13.28,Transport
T01652,U0352,2023-01-24,66.23,Shopping
T01653,U0183,2023-03-24,1.56,Topup
T01654,U0002,2023-11-15,48.05,Shopping
T01655,U0190,2023-07-04,71.49,Shopping
T01656,U0117,2023-11-12,32.77,Transport
T01657,U0018,2023-04-09,134.09,Bills
T01658,U0022,2023-03-03,61.53,Transport
T01659,U0412,2023-10-13,68.9,Bills
T01660,U0029,2023-01-22,10.97,Topup
T01661,U0294,2023-07-31,75.1,Transport
T01662,U0107,2023-05-06,89.22,Transport
T01663,U0366,2023-02-11,22.41,Food
T01664,U0280,2023-04-08,12.0,Transport
T01665,U0127,2023-01-31,24.31,Food
T01666,U0228,2023-06-07,67.28,Bills
T01667,U0110,2023-04-22,27.03,Bills
T01668,U0135,2023-09-04,66.71,Bills
T01669,U0361,2023-05-02,6.03,Food
T01670,U0185,2023-09-30,82.0,Bills
T01671,U0143,2023-10-21,14.6,Shopping
T01672,U0071,2023-07-26,14.31,Transport
T01673,U0128,2023-04-20,44.63,Food
T01674,U0363,2023-10-05,3.63,Bills
T01675,U0260,2023-02-25,1.33,Shopping
T01676,U0002,2023-02-26,15.12,Transport
T01677,U0448,2023-10-18,38.62,Transport
T01678,U0387,2023-04-24,119.09,Bills
T01679,U0103,2023-11-04,93.68,Shopping
T01680,U0482,2023-12-07,33.71,Food
T01681,U0223,2023-07-17,1.89,Bills
T01682,U0319,2023-11-17,38.31,Transport
T01683,U0361,2023-06-28,61.0,Transport
T01684,U0353,2023-08-07,20.71,Transport
T01685,U0490,2023-10-04,5.89,Bills
T01686,U0472,2023-01-16,16.33,Topup
T01687,U0009,2023-03-02,73.83,Topup
T01688,U0404,2023-02-23,21.63,Topup
T01689,U0383,2023-06-17,83.56,Shopping
T01690,U0301,2023-01-26,19.25,Bills
T01691,U0230,2023-12-02,8.93,Transport
T01692,U0218,2023-03-06,28.62,Shopping
T01693,U0410,2023-04-10,30.1,Topup
T01694,U0065,2023-03-15,0.81,Food
T01695,U0424,2023-07-11,6.22,Shopping
T01696,U0111,2023-06-20,10.22,Shopping
T01697,U0012,2023-09-30,6.03,Bills
T01698,U0392,2023-07-06,20.89,Shopping
T01699,U0499,2023-01-23,167.08,Bills
T01700,U0419,2023-06-30,35.59,Food
T01701,U0085,2023-11-23,49.38,Transport
T01702,U0233,2023-04-18,22.03,Transport
T01703,U0089,2023-12-01,19.54,Topup
T01704,U0313,2023-06-11,1.17,Topup
T01705,U0053,2023-10-29,34.69,Food
T01706,U0011,2023-07-25,33.04,Transport
T01707,U0208,2023-03-19,8.59,Topup
T01708,U0461,2023-01-16,72.26,Shopping
T01709,U0013,2023-11-23,33.93,Bills
T01710,U0120,2023-04-06,20.7,Topup
T01711,U0417,2023-05-27,7.94,Food
T01712,U0436,2023-01-02,40.17,Transport
T01713,U0376,2023-01-10,69.88,Food
T01714,U0019,2023-05-05,16.56,Bills
T01715,U0074,2023-03-22,12.35,Bills
T01716,U0399,2023-05-20,36.9,Food
T01717,U0242,2023-11-22,8.44,Topup
T01718,U0222,2023-05-30,54.92,Topup
T01719,U0069,2023-10-15,46.49,Transport
T01720,U0311,2023-12-27,4.56,Transport
T01721,U0210,2023-12-06,1.86,Shopping
T01722,U0100,2023-05-09,48.42,Shopping
T01723,U0185,2023-08-27,17.43,Transport
T01724,U0131,2023-02-27,4.52,Shopping
T01725,U0110,2023-07-17,71.24,Food
T01726,U0380,2023-07-30,18.85,Topup
T01727,U0131,2023-02-14,30.77,Shopping
T01728,U0019,2023-04-07,13.51,Shopping
T01729,U0393,2023-10-06,49.35,Food
T01730,U0023,2023-01-23,17.94,Bills
T01731,U0226,2023-12-01,172.13,Transport
T01732,U0153,2023-02-13,60.69,Food
T01733,U0292,2023-01-27,7.35,Bills
T01734,U0229,2023-10-09,26.95,Food
T01735,U0468,2023-04-07,24.34,Topup
T01736,U0309,2023-02-05,38.21,Food
T01737,U0487,2023-04-19,92.24,Food
T01738,U0358,2023-02-24,43.78,Topup
T01739,U0404,2023-07-11,3.18,Transport
T01740,U0201,2023-08-07,53.27,Bills
T01741,U0037,2023-07-04,0.41,Shopping
T01742,U0429,2023-03-10,75.7,Transport
T01743,U0259,2023-11-13,54.93,Food
T01744,U0187,2023-05-10,18.47,Shopping
T01745,U0056,2023-02-24,17.3,Topup
T01746,U0428,2023-04-07,80.04,Transport
T01747,U0019,2023-12-02,76.47,Bills
T01748,U0272,2023-03-28,21.72,Transport
T01749,U0118,2023-10-21,17.76,Transport
T01750,U0070,2023-04-29,41.03,Shopping
T01751,U0003,2023-07-27,0.42,Topup
T01752,U0220,2023-11-30,4.31,Topup
T01753,U0013,2023-06-03,6.74,Transport
T01754,U0002,2023-02-04,10.25,Topup
T01755,U0215,2023-03-20,35.87,Shopping
T01756,U0228,2023-03-08,242.95,Shopping
T01757,U0335,2023-12-09,52.87,Bills
T01758,U0185,2023-02-03,3.16,Topup
T01759,U0054,2023-04-07,37.28,Bills
T01760,U0499,2023-06-18,34.32,Food
T01761,U0387,2023-06-18,7.78,Shopping
T01762,U0375,2023-05-31,126.46,Transport
T01763,U0253,2023-03-12,29.06,Shopping
T01764,U0023,2023-01-03,260.69,Food
T01765,U0161,2023-11-10,27.24,Transport
T01766,U0157,2023-02-01,46.82,Topup
T01767,U0081,2023-10-14,5.53,Topup
T01768,U0402,2023-03-23,30.28,Shopping
T01769,U0158,2023-02-12,13.64,Transport
T01770,U0187,2023-04-15,90.26,Transport
T01771,U0059,2023-01-01,76.61,Bills
T01772,U0402,2023-03-02,86.91,Food
T01773,U0304,2023-09-27,64.3,Topup
T01774,U0318,2023-06-29,89.39,Shopping
T01775,U0365,2023-08-12,11.21,Transport
T01776,U0210,2023-01-06,30.08,Topup
T01777,U0405,2023-04-13,58.86,Shopping
T01778,U0151,2023-01-10,50.72,Topup
T01779,U0108,2023-03-12,63.0,Shopping
T01780,U0075,2023-03-31,12.7,Topup
T01781,U0029,2023-08-14,5.18,Bills
T01782,U0313,2023-06-07,124.33,Food
T01783,U0485,2023-08-16,41.07,Topup
T01784,U0116,2023-05-06,8.35,Food
T01785,U0414,2023-07-28,78.86,Topup
T01786,U0355,2023-04-07,123.21,Transport
T01787,U0191,2023-03-15,9.29,Bills
T01788,U0018,2023-04-25,85.03,Bills
T01789,U0431,2023-07-10,135.32,Food
T01790,U0172,2023-06-19,139.32,Transport
T01791,U0227,2023-11-03,122.76,Shopping
T01792,U0349,2023-07-23,39.53,Bills
T01793,U0182,2023-02-25,22.02,Transport
T01794,U0112,2023-07-27,0.36,Transport
T01795,U0182,2023-02-10,3.14,Food
T01796,U0480,2023-02-01,28.0,Transport
T01797,U0145,2023-01-15,25.49,Transport
T01798,U0318,2023-03-03,10.21,Shopping
T01799,U0115,2023-06-04,25.17,Food
T01800,U0112,2023-10-11,9.6,Food
T01801,U0250,2023-07-28,94.45,Transport
T01802,U0475,2023-11-16,17.7,Shopping
T01803,U0250,2023-07-06,45.64,Topup
T01804,U0302,2023-05-10,34.94,Bills
T01805,U0458,2023-05-07,2.66,Food
T01806,U0312,2023-10-19,142.57,Shopping
T01807,U0117,2023-04-24,37.46,Shopping
T01808,U0300,2023-07-18,19.66,Transport
T01809,U0160,2023-01-13,8.61,Bills
T01810,U0400,2023-09-28,20.66,Food
T01811,U0197,2023-03-30,1.04,Topup
T01812,U0259,2023-08-03,22.59,Transport
T01813,U0147,2023-10-05,37.91,Food
T01814,U0239,2023-07-22,102.73,Food
T01815,U0046,2023-03-15,58.14,Shopping
T01816,U0474,2023-01-25,5.92,Bills
T01817,U0398,2023-04-11,7.99,Topup
T01818,U0197,2023-06-25,27.94,Bills
T01819,U0046,2023-04-27,10.89,Shopping
T01820,U0077,2023-06-15,1.41,Topup
T01821,U0123,2023-02-10,81.74,Topup
T01822,U0074,2023-12-10,0.99,Transport
T01823,U0358,2023-04-30,88.8,Topup
T01824,U0136,2023-04-07,7.78,Food
T01825,U0089,2023-05-25,183.8,Bills
T01826,U0399,2023-08-04,46.3,Bills
T01827,U0324,2023-08-17,66.4,Transport
T01828,U0499,2023-11-09,5.85,Topup
T01829,U0060,2023-05-10,99.06,Shopping
T01830,U0137,2023-12-18,91.38,Food
T01831,U0049,2023-11-14,52.92,Transport
T01832,U0258,2023-05-17,34.89,Topup
T01833,U0460,2023-11-20,63.91,Shopping
T01834,U0106,2023-12-03,0.3,Topup
T01835,U0112,2023-09-30,44.88,Transport
T01836,U0349,2023-04-27,94.0,Shopping
T01837,U0253,2023-11-02,22.07,Shopping
T01838,U0117,2023-04-04,5.73,Shopping
T01839,U0492,2023-06-17,27.31,Shopping
T01840,U0197,2023-07-22,64.93,Topup
T01841,U0336,2023-12-07,5.68,Shopping
T01842,U0364,2023-05-29,11.54,Topup
T01843,U0050,2023-07-02,7.98,Shopping
T01844,U0244,2023-06-01,79.71,Shopping
T01845,U0402,2023-03-15,3.25,Transport
T01846,U0425,2023-12-31,58.01,Topup
T01847,U0034,2023-10-01,22.82,Topup
T01848,U0301,2023-02-11,70.49,Bills
T01849,U0409,2023-07-31,166.75,Transport
T01850,U0498,2023-04-11,6.08,Topup
T01851,U0068,2023-02-14,18.87,Transport
T01852,U0348,2023-03-23,83.07,Transport
T01853,U0319,2023-01-17,15.47,Transport
T01854,U0420,2023-03-14,12.11,Food
T01855,U0467,2023-01-14,87.26,Topup
T01856,U0048,2023-06-06,217.46,Transport
T01857,U0404,2023-08-11,40.7,Food
T01858,U0073,2023-05-12,16.29,Food
